iter	Passed	Remaining
968	41276	1320
969	41312	1277
970	41340	1234
971	41368	1191
972	41398	1148
973	41434	1106
974	41471	1063
975	41507	1020
976	41542	977
977	41577	935
978	41612	892
979	41647	849
980	41683	807
981	41718	764
982	41745	721
983	41777	679
984	41811	636
985	41847	594
986	41883	551
987	41919	509
988	41955	466
989	41990	424
990	42025	381
991	42061	339
992	42098	296
993	42138	254
994	42184	211
995	42213	169
996	42245	127
997	42274	84
998	42315	42
999	42350	0
