iter	F1	Logloss
181	0.7953459565	0.4515696511
182	0.7956294789	0.4513205435
183	0.7957360226	0.4511742195
184	0.7959490536	0.45102827
185	0.7957892875	0.4508921825
186	0.7959319036	0.4507263952
187	0.7961087774	0.4504967259
188	0.7961079169	0.4503341523
189	0.7962324224	0.4500992533
190	0.7959842555	0.4499577723
191	0.7963208632	0.4497408187
192	0.7966918756	0.4495958748
193	0.7968508116	0.4494818869
194	0.7965157411	0.4493579421
195	0.7967278355	0.449200885
196	0.7969399487	0.4489247648
197	0.7968874348	0.4487873451
198	0.7969226688	0.4486359325
199	0.7968162724	0.448505591
200	0.7969406251	0.4483312408
201	0.7971181047	0.448153099
202	0.7972590628	0.4479876787
203	0.7975774723	0.4478122592
204	0.7977185303	0.4476821582
205	0.7978953884	0.4475300025
206	0.7977716863	0.4474346495
207	0.7977538026	0.4473176504
208	0.7979306686	0.4471819038
209	0.7977538026	0.4470745495
210	0.7978064744	0.4469731684
211	0.7977707006	0.4467841351
212	0.7976122043	0.4466616853
213	0.7978770456	0.4464406827
214	0.7977885891	0.4462780545
215	0.7977180258	0.4461830425
216	0.7977533059	0.4460544162
217	0.7976822364	0.4459521643
218	0.797930211	0.4458368152
219	0.7980543887	0.4457022853
220	0.7980365277	0.4455635004
221	0.7980892565	0.4453203591
222	0.7982134171	0.4451877439
223	0.7983724736	0.4450337066
224	0.7985493786	0.4449248668
225	0.7983903065	0.4448159761
226	0.7985493786	0.4446893877
227	0.7984605857	0.4445747269
228	0.7986378311	0.4444086181
229	0.7987084789	0.444298358
230	0.7988853996	0.4442058787
231	0.7990445437	0.4440032961
232	0.7990798903	0.4438905713
233	0.799292192	0.4437629071
234	0.7993275526	0.4436132288
235	0.7992213078	0.4434855051
236	0.7995752588	0.4432814842
237	0.7994336534	0.4431805589
238	0.799522145	0.4430651485
239	0.7994335281	0.4429378263
240	0.7993450168	0.4428755336
241	0.7992565056	0.4428019044
242	0.7995044028	0.4426675401
243	0.7993094901	0.4425787228
244	0.7994157741	0.4424869125
245	0.7994690265	0.4423619987
246	0.7997522343	0.4422665809
247	0.7998407221	0.4421560115
248	0.7999469003	0.4420373515
249	0.8	0.4419420123
250	0.8000531067	0.4418468304
251	0.8002123988	0.44176516
252	0.7998760843	0.4416197654
253	0.8001062088	0.4414814132
254	0.8003010315	0.4413884161
255	0.8004778973	0.4412741759
256	0.800548624	0.4411237355
257	0.8004955533	0.4409450199
258	0.8004955533	0.4408705461
259	0.8005487454	0.4407775522
260	0.800478003	0.440683652
261	0.8005134334	0.4404867289
262	0.8005134334	0.4403997334
263	0.8006551862	0.4402930798
264	0.8008142674	0.4402060381
265	0.8007611967	0.4401403086
266	0.8008320793	0.4400287159
267	0.8011149949	0.4399296431
268	0.8011682967	0.4398261054
269	0.8010091175	0.439761274
270	0.8011149949	0.4396360428
271	0.8011504425	0.4395836888
272	0.8012210768	0.4394154899
273	0.8010971509	0.439360688
274	0.801256526	0.4392348897
275	0.8013625907	0.4391381722
276	0.8013980445	0.4390168019
277	0.8013095607	0.4389354604
278	0.8013625907	0.4388337105
279	0.8013625907	0.4387496718
280	0.8015044248	0.4385988587
281	0.8014513917	0.4385174609
282	0.8016104769	0.4384096281
283	0.8017165104	0.4383402412
284	0.801946472	0.4382487612
285	0.8019819501	0.4381769385
286	0.802034948	0.4380854652
287	0.8020879413	0.4379970044
288	0.802123424	0.4379129919
289	0.8019819501	0.4378125786
290	0.8021059151	0.4377333933
291	0.8021593876	0.437566113
292	0.8020538244	0.4374879875
293	0.8020533699	0.4374158518
294	0.8020183243	0.437362462
295	0.8021948845	0.4372379056
296	0.8020358486	0.4371592753
297	0.8021238938	0.4370400755
298	0.8020888653	0.4369231807
299	0.802300885	0.4368414665
300	0.8022478871	0.4367791697
301	0.8024429102	0.4366110205
302	0.8026374015	0.4365263331
303	0.8024964589	0.4364357314
304	0.802478973	0.4363658713
305	0.8025669396	0.4363033092
306	0.8025314215	0.4361991218
307	0.8025488981	0.4361210375
308	0.8027078448	0.436010895
309	0.8027608176	0.4359130137
310	0.80309666	0.4358304538
311	0.8028137858	0.4357727086
312	0.8027963364	0.4356751505
313	0.8028667492	0.4355575832
314	0.8028667492	0.4353902478
315	0.8032743363	0.4352920713
316	0.8032206689	0.4352066043
317	0.8032032563	0.4350545591
318	0.8033802318	0.4349527028
319	0.803309881	0.4348752779
320	0.803610939	0.4347327864
321	0.8035050451	0.4346564678
322	0.8037350091	0.4345940441
323	0.8037002611	0.4344370376
324	0.8038425782	0.4343449405
325	0.8038607987	0.434279381
326	0.8041081943	0.4341803883
327	0.8041793952	0.4340857375
328	0.8043035509	0.4339951916
329	0.8041081943	0.4338708914
330	0.8041081943	0.4337649887
331	0.8042669972	0.4337005946
332	0.8042140675	0.433609657
333	0.8042323358	0.4335160701
334	0.8043382027	0.4334454428
335	0.8042843233	0.4333689328
336	0.8044613614	0.4332746956
337	0.8044969681	0.4331533708
338	0.8043372428	0.4330829094
339	0.8044613614	0.4330155941
340	0.8044613614	0.43296842
341	0.8045508876	0.4328123224
342	0.8044450348	0.4327550417
343	0.8044094209	0.4326711945
344	0.8045865061	0.4326032238
345	0.8044989594	0.4325209116
346	0.8046933806	0.432448202
347	0.8046750487	0.4324006762
348	0.8046221278	0.4322986279
349	0.8047106743	0.4322164895
350	0.8046577526	0.4321436551
351	0.8046048262	0.4320745041
352	0.8047106743	0.4319719056
353	0.8046760838	0.4319150563
354	0.8047290117	0.4318532322
355	0.8047106743	0.4317757968
356	0.80481757	0.4317170546
357	0.8051177616	0.4316384658
358	0.8048877673	0.431541299
359	0.8051188947	0.4314233897
360	0.8052247067	0.4312884929
361	0.805313261	0.4312229375
362	0.8054202462	0.4311350078
363	0.8053857738	0.4310228578
364	0.8054214466	0.4309576781
365	0.8055284841	0.4308833772
366	0.8058815714	0.430783027
367	0.8059159545	0.4307311631
368	0.8059159545	0.4306670741
369	0.8061102502	0.4306031618
370	0.8062159649	0.4305569967
371	0.8061631099	0.4304776472
372	0.8063230606	0.4304028104
373	0.8063587654	0.4303390893
374	0.8063759132	0.4302557317
375	0.8062345023	0.4302114945
376	0.8063416146	0.4301488434
377	0.8064487554	0.4300541025
378	0.8065201984	0.4299667822
379	0.8065916541	0.4299228033
380	0.8066631225	0.4298559344
381	0.8065730611	0.4297524231
382	0.8065030566	0.4296808197
383	0.806557377	0.4294831827
384	0.8068060971	0.4294058475
385	0.8067703487	0.4293581844
386	0.8068418487	0.4292872703
387	0.8070719603	0.4292094905
388	0.8071248172	0.4291333591
389	0.8068418487	0.4290523487
390	0.8070377593	0.4289569243
391	0.8071450734	0.4288675979
392	0.8072678928	0.4287795867
393	0.8072849736	0.4287197789
394	0.8072865881	0.4286307682
395	0.807320748	0.4285632684
396	0.8072662827	0.4284818644
397	0.8073361981	0.4283696329
398	0.8074418605	0.4282849655
399	0.8074776291	0.42816021
400	0.8075662266	0.4280691347
401	0.8078132613	0.4279987868
402	0.8076906038	0.4279182778
403	0.8076906038	0.4278253297
404	0.8077263867	0.4277485413
405	0.8080620155	0.4276185972
406	0.8079206166	0.4275389465
407	0.8079904327	0.4274256009
408	0.8079376329	0.4273338532
409	0.8081318097	0.4272945835
410	0.8080790185	0.427248436
411	0.8079376329	0.4271911179
412	0.8080074405	0.4271009157
413	0.8079904327	0.4270454896
414	0.8079716563	0.4269791537
415	0.8079716563	0.4268943783
416	0.8080602303	0.4268254917
417	0.8082901554	0.4267337237
418	0.8082901554	0.4266730583
419	0.8082185715	0.4266122854
420	0.8081470002	0.4265078642
421	0.8081130154	0.4264425737
422	0.8081318097	0.4263875786
423	0.8082731742	0.4263374446
424	0.8080092141	0.4262667814
425	0.8081148122	0.4261895636
426	0.8081845963	0.4261318004
427	0.8081148122	0.4260463814
428	0.8082373782	0.4259743139
429	0.8082901554	0.4258832235
430	0.8083956959	0.4258247706
431	0.80845033	0.4257756936
432	0.8084842581	0.425681058
433	0.8084314941	0.4256344803
434	0.8084484591	0.4255597763
435	0.8085012176	0.4255123277
436	0.8086783263	0.4254300749
437	0.8087310723	0.4253745814
438	0.8086783263	0.425320467
439	0.808925093	0.4252344205
440	0.8090494532	0.4251705109
441	0.8091548984	0.4250877617
442	0.8091907207	0.4249738986
443	0.8089081732	0.4249101332
444	0.8091738245	0.424845751
445	0.8091548984	0.4247913673
446	0.8091907207	0.4247423762
447	0.8093150928	0.4246353854
448	0.8093678059	0.4245831914
449	0.8092792633	0.4245129601
450	0.8092792633	0.4244572261
451	0.8092096524	0.42441411
452	0.8091907207	0.4243276106
453	0.8093319757	0.4242461689
454	0.8094205144	0.4241733261
455	0.8093678059	0.4241186333
456	0.8094563485	0.4240225727
457	0.8096671388	0.4239629664
458	0.8098083477	0.4238914129
459	0.8097198247	0.4238010307
460	0.8097366674	0.4237135148
461	0.8099663657	0.4236419603
462	0.8099495441	0.4235477462
463	0.8101075364	0.4234890724
464	0.8101601912	0.4234315528
465	0.8101601912	0.4233547352
466	0.8101960437	0.4232493678
467	0.8101411442	0.4231761477
468	0.8101243418	0.4231229992
469	0.8102486946	0.4230607116
470	0.8103898403	0.4229856033
471	0.8104257014	0.4229382078
472	0.8104447887	0.4228871157
473	0.8104257014	0.422788458
474	0.8103562735	0.4227317077
475	0.8103204107	0.4226864802
476	0.8103730584	0.4225982276
477	0.8103204107	0.4225440222
478	0.8105333038	0.4224951163
479	0.8105142048	0.4224377595
480	0.8104257014	0.4223503742
481	0.810550073	0.42229243
482	0.8106027082	0.422167708
483	0.8107079646	0.4220896242
484	0.8104783397	0.4220381226
485	0.8105859444	0.4219589904
486	0.8105859444	0.4219158447
487	0.8105859444	0.4218417078
488	0.810621819	0.4217733832
489	0.8106935777	0.4217307272
490	0.810923254	0.42165662
491	0.811081117	0.4215834063
492	0.8110835694	0.4215348289
493	0.8110309415	0.4214838041
494	0.8111194724	0.4214405848
495	0.811296534	0.4213359493
496	0.8114017616	0.4212779598
497	0.8111529099	0.4212098928
498	0.8113132386	0.4211424985
499	0.8113299403	0.421081687
500	0.8113683651	0.421009648
501	0.8113491501	0.4209154661
502	0.811526204	0.4208612657
503	0.8115428875	0.4208182809
504	0.8114376771	0.4207506221
505	0.8115287555	0.4206884695
506	0.8115287555	0.4206399927
507	0.8116699132	0.4205703173
508	0.8117225198	0.420514507
509	0.8117032578	0.4204500863
510	0.8117751217	0.420343042
511	0.8119688385	0.4202987481
512	0.8118469984	0.4202360012
513	0.8119548373	0.4201779109
514	0.8120820231	0.4200973932
515	0.812153962	0.4200255453
516	0.8122425477	0.4199587509
517	0.8122591789	0.4198823082
518	0.8121872371	0.4197948796
519	0.8121872371	0.4197431963
520	0.8122730895	0.4196376929
521	0.8122537518	0.41957255
522	0.8124695567	0.4195021976
523	0.8125055354	0.4194437246
524	0.8124695567	0.419388866
525	0.8123256741	0.4193287295
526	0.8124308292	0.4192286438
527	0.8125387408	0.4191540361
528	0.8124142206	0.4190807587
529	0.8127186573	0.4190174669
530	0.8127712337	0.4189269042
531	0.8126106978	0.4188558931
532	0.8126272912	0.4187979343
533	0.8126106978	0.4187296132
534	0.8127518264	0.4186762491
535	0.8128763727	0.4185911953
536	0.8128432241	0.4185412575
537	0.8128403808	0.4184718587
538	0.8127878144	0.4184150186
539	0.8128957974	0.4182879597
540	0.8128072273	0.4182126899
541	0.8128238055	0.4181156797
542	0.8127518264	0.4180586079
543	0.8129649309	0.4179732676
544	0.8130174895	0.4179277065
545	0.8130534892	0.4178491991
546	0.8131945982	0.417774477
547	0.8132306057	0.4176999246
548	0.8130729374	0.4176652436
549	0.8129317981	0.417588867
550	0.8128432241	0.4175258079
551	0.8128957974	0.4174619768
552	0.8129317981	0.4174025839
553	0.8132276772	0.4172788769
554	0.813421274	0.4171396568
555	0.8134932932	0.4170742803
556	0.8132996857	0.417016605
557	0.8133522224	0.4169815334
558	0.8132276772	0.4169028865
559	0.8132276772	0.4168333825
560	0.8132276772	0.4167717205
561	0.8132471442	0.41671858
562	0.8132471442	0.4166464746
563	0.8132831525	0.4166108926
564	0.8133882322	0.416569132
565	0.8132140643	0.4165121727
566	0.8133026304	0.4164448337
567	0.8132666165	0.4163834242
568	0.8133221135	0.4163180851
569	0.8135548173	0.4162648497
570	0.8136268994	0.4162006623
571	0.8135217757	0.4161485363
572	0.8136434109	0.4160976876
573	0.8138041022	0.4160152141
574	0.8138927037	0.4159617001
575	0.8139091916	0.415890922
576	0.8140503189	0.4158243057
577	0.8142471094	0.4157556452
578	0.8143717881	0.4157210735
579	0.8142667257	0.4156732916
580	0.8143388869	0.4156377868
581	0.8145489988	0.4155669256
582	0.8145325654	0.4154924781
583	0.8143914219	0.4154300729
584	0.8142667257	0.4153551526
585	0.8144439521	0.4153079382
586	0.814427508	0.415249895
587	0.814322432	0.4151877295
588	0.8144768318	0.4151035483
589	0.8145325654	0.4150369327
590	0.8144964778	0.4149714415
591	0.8145654293	0.4149036306
592	0.8145489988	0.4148090733
593	0.8147623056	0.4147298795
594	0.8148148148	0.4146908874
595	0.8145850871	0.4146165134
596	0.8147426243	0.4145521415
597	0.8147951274	0.4144749545
598	0.8148115339	0.4143653769
599	0.8151133948	0.4142999341
600	0.8153955178	0.4142450011
601	0.8153430482	0.4141879128
602	0.8150970143	0.4141148539
603	0.8153628068	0.4140452306
604	0.8151856118	0.4139570199
605	0.8151167427	0.4138781114
606	0.8150117418	0.4138235349
607	0.815188976	0.413777315
608	0.8150839722	0.4137017102
609	0.8152775932	0.4136223202
610	0.8153137185	0.4135329445
611	0.8154023396	0.4134400859
612	0.8155270971	0.4133717487
613	0.8155795817	0.4133270589
614	0.8155434445	0.4132908496
615	0.8155236576	0.413213346
616	0.8153662103	0.4131383606
617	0.8154023396	0.4130608097
618	0.8153662103	0.4130052746
619	0.8153662103	0.4129511468
620	0.8153662103	0.4128929997
621	0.8155434445	0.4128192545
622	0.8155434445	0.4127518051
623	0.8157206788	0.4126439208
624	0.8155993796	0.4126125596
625	0.8155993796	0.4125816223
626	0.8158092959	0.4125033135
627	0.8157568238	0.4124429968
628	0.8157568238	0.4123673775
629	0.815878079	0.4122957839
630	0.8158617634	0.4122303174
631	0.8158256169	0.4121794573
632	0.815878079	0.4121431849
633	0.8160878809	0.4120729968
634	0.816124031	0.4120183788
635	0.816124031	0.4119503794
636	0.8160354374	0.4119084115
637	0.8161077393	0.4118616945
638	0.8162126246	0.4117994231
639	0.8162451836	0.4117622979
640	0.8163536499	0.4117237662
641	0.8163898117	0.411663728
642	0.8162487818	0.4116044471
643	0.8163211058	0.4115269803
644	0.8164820558	0.411468865
645	0.8165145743	0.4114043365
646	0.8165145743	0.4113479014
647	0.8166031718	0.4112905234
648	0.8165669989	0.4112225342
649	0.8166393479	0.4111496703
650	0.816570669	0.4110976611
651	0.8164820558	0.411036386
652	0.816518233	0.410970935
653	0.816518233	0.410846986
654	0.8164820558	0.4107908161
655	0.8164820558	0.4107123471
656	0.8163048294	0.410635925
657	0.8165344912	0.410569043
658	0.8166068501	0.41051388
659	0.8166430344	0.4104338771
660	0.816800319	0.4103484437
661	0.8168689643	0.4103122879
662	0.8168165507	0.410272448
663	0.8167478954	0.4101891173
664	0.8167316554	0.4101112844
665	0.8168365086	0.4100306285
666	0.8167715628	0.4099516368
667	0.8167715628	0.4098736185
668	0.8167353632	0.4098400161
669	0.8168402393	0.4097751957
670	0.8167553191	0.409717875
671	0.8167715628	0.4096711453
672	0.8167915244	0.4096209389
673	0.8170737113	0.4095231526
674	0.8171985816	0.4094620633
675	0.8171985816	0.4093852653
676	0.8171985816	0.4093236386
677	0.8171985816	0.4092726424
678	0.817307266	0.4092232245
679	0.8173758865	0.409164268
680	0.817359695	0.4090944029
681	0.8175007757	0.4090399037
682	0.8175894322	0.4089583536
683	0.817625676	0.4088542649
684	0.8176942511	0.4087728803
685	0.8177588728	0.4086982487
686	0.8177588728	0.4086327184
687	0.8177226407	0.4085875189
688	0.8176340275	0.4085064553
689	0.8178112539	0.4084284598
690	0.8176702557	0.4083495068
691	0.8177588728	0.4082808484
692	0.8179160021	0.4082278226
693	0.8179160021	0.408174375
694	0.8178313467	0.408092656
695	0.8178837292	0.4080362855
696	0.8178474899	0.4079648963
697	0.8178797679	0.4079109469
698	0.8179522396	0.4078530848
699	0.8178474899	0.4078059136
700	0.8179884803	0.4077315277
701	0.8179522396	0.4077021801
702	0.8180609713	0.407625828
703	0.8180448462	0.4075789197
704	0.8179038334	0.407486857
705	0.8178313467	0.4074387052
706	0.8179199716	0.4073429771
707	0.8178514448	0.4072768073
708	0.8177990515	0.4072246267
709	0.8179239429	0.4071313272
710	0.8179239429	0.4070856745
711	0.8180649736	0.4070370517
712	0.8179199716	0.4069884978
713	0.8180125875	0.4069359482
714	0.8179924662	0.4069048434
715	0.8181536143	0.4068348443
716	0.8180649736	0.4067832344
717	0.8180649736	0.406711095
718	0.8181334751	0.4066401363
719	0.8181697319	0.4065748756
720	0.8181334751	0.40651348
721	0.8183308957	0.406465235
722	0.8184075191	0.4063905915
723	0.8184599016	0.4063373207
724	0.8185122795	0.4062799317
725	0.8186009398	0.4062428781
726	0.8185646527	0.4062006194
727	0.8184800922	0.4061210256
728	0.8185968178	0.4060229843
729	0.8187538775	0.4059766943
730	0.8185081771	0.4059388879
731	0.8187175965	0.4059014126
732	0.8186128961	0.4058365693
733	0.8185766197	0.4057683141
734	0.8185968178	0.4056702725
735	0.8188627399	0.4056230947
736	0.8186896001	0.4055641596
737	0.8187740992	0.4054917266
738	0.8187901618	0.4054500418
739	0.8187378124	0.405402741
740	0.8186652486	0.4053477154
741	0.8189876784	0.4052534346
742	0.8190037227	0.4051769038
743	0.819128662	0.4051054189
744	0.8192536123	0.4050511283
745	0.8193945841	0.4050183144
746	0.8195035461	0.4049492221
747	0.8194672222	0.4048704368
748	0.8194672222	0.4048030544
749	0.8195035461	0.404740137
750	0.8194148936	0.4046843221
751	0.8196808511	0.404639447
752	0.8196605061	0.4045883703
753	0.8196241801	0.4045242705
754	0.8195558708	0.4044590221
755	0.8194832247	0.4043943013
756	0.8196924713	0.4043434578
757	0.8195195461	0.404279541
758	0.8195718654	0.4042284862
759	0.8196808511	0.4041762273
760	0.81978548	0.4041087405
761	0.8197695035	0.4040468819
762	0.8197331679	0.4040090955
763	0.8198262103	0.4039375336
764	0.8199512303	0.403871864
765	0.8200195053	0.4037965034
766	0.8200195053	0.4037575473
767	0.8201445228	0.4037056036
768	0.8202491245	0.403628553
769	0.8201241135	0.4035523965
770	0.8202854863	0.4035085321
771	0.820196826	0.4034544707
772	0.8201808831	0.403411951
773	0.8203422896	0.403347075
774	0.8203059189	0.4033090984
775	0.8203059189	0.4032521106
776	0.8204991799	0.403204034
777	0.8205355559	0.4031670328
778	0.8205878441	0.4030898553
779	0.8206401277	0.4030262743
780	0.8206196534	0.4029826437
781	0.8209014759	0.4028976307
782	0.8207605709	0.4028126836
783	0.8207969505	0.4027571351
784	0.820885599	0.4027050294
785	0.820781063	0.4026504927
786	0.8206606074	0.4025877821
787	0.8208697194	0.4025311646
788	0.8209583758	0.4025065667
789	0.8210675652	0.4024298527
790	0.8210470322	0.4023797441
791	0.8211720897	0.4023282373
792	0.8212449016	0.4022888725
793	0.8213699845	0.4022359453
794	0.8213541436	0.4021929967
795	0.8215267311	0.4021571687
796	0.8215583725	0.4021007869
797	0.8215789707	0.4020321366
798	0.8215425532	0.4019581841
799	0.8216518154	0.4018970575
800	0.821724673	0.401839725
801	0.8217769108	0.4018054374
802	0.8218133452	0.4017276453
803	0.8217927121	0.401660424
804	0.8217927121	0.4016072696
805	0.821865579	0.4015544966
806	0.8219384588	0.401525535
807	0.8220793616	0.4014514764
808	0.8222724653	0.4013970264
809	0.8222153273	0.4013384849
810	0.8222724653	0.4012940722
811	0.8221158109	0.401222315
812	0.822204487	0.4011310913
813	0.8221680337	0.4010931521
814	0.8222567058	0.401038264
815	0.8223975882	0.4009838475
816	0.8223768784	0.4009186816
817	0.8223768784	0.4008334873
818	0.8223611296	0.4007569484
819	0.8222724653	0.4006951676
820	0.8222567058	0.4006286002
821	0.8223611296	0.400580659
822	0.8223768784	0.4005358992
823	0.82230892	0.4004840054
824	0.8222724653	0.4004437133
825	0.822345378	0.4004088928
826	0.822481273	0.4003570092
827	0.8226378302	0.400281162
828	0.8227472187	0.4002088591
829	0.8229037405	0.4001424685
830	0.8228358672	0.4000884477
831	0.8229766865	0.4000377528
832	0.8229609929	0.3999755634
833	0.8229609929	0.3999055776
834	0.8229766865	0.3998525762
835	0.8229559052	0.3997950043
836	0.8229037405	0.3997512741
837	0.8227629305	0.3996993996
838	0.8229559052	0.3996607426
839	0.8229351294	0.3995823131
840	0.8229559052	0.3995389678
841	0.8231853231	0.3994765786
842	0.8232531348	0.3993895359
843	0.823341752	0.3993348871
844	0.8232687962	0.3992716655
845	0.823180187	0.3992112949
846	0.8233730563	0.3991647218
847	0.8232636428	0.3991185704
848	0.8233365819	0.39906545
849	0.8234616577	0.3990087538
850	0.8234460148	0.3989575896
851	0.8234460148	0.3988972127
852	0.8236232334	0.3988314706
853	0.8234981393	0.3987577834
854	0.8236023744	0.3987013183
855	0.8236388606	0.3986724765
856	0.8236388606	0.3986301467
857	0.8236597253	0.3985751652
858	0.8236597253	0.3985395474
859	0.8236232334	0.398506153
860	0.8236962205	0.3984589364
861	0.8236962205	0.3983964047
862	0.8236597253	0.3983366111
863	0.8236962205	0.398270424
864	0.8236805956	0.3982291149
865	0.8235711121	0.3981727185
866	0.8235867446	0.3981123771
867	0.8236023744	0.3980438262
868	0.823654485	0.3979742102
869	0.823654485	0.3979329869
870	0.823727462	0.3978909813
871	0.82367535	0.3978366858
872	0.8236232334	0.3977758602
873	0.82367535	0.3977087354
874	0.8237065911	0.3976444126
875	0.8238784819	0.3975832886
876	0.8239305642	0.3975461246
877	0.8239305642	0.3974993048
878	0.8238837704	0.3974338322
879	0.823914969	0.3973637229
880	0.8238993711	0.3973177575
881	0.8239358639	0.3972600497
882	0.8238837704	0.3971977727
883	0.8239514593	0.3971248802
